CLUSTER_100	4	4	5	1.0
CLUSTER_101	1	2	9	0.5
CLUSTER_102	1	66	7	0.015151515151515152
CLUSTER_103	1	1	6	1.0
CLUSTER_104	1	1	4	1.0
CLUSTER_105	1	3	2	0.3333333333333333
CLUSTER_106	1	2	4	0.5
CLUSTER_107	-1	-1	-1	1.0
CLUSTER_108	3	6	10	0.5
CLUSTER_109	1	10	5	0.1
CLUSTER_10	2	12	7	0.16666666666666666
CLUSTER_110	4	24	6	0.16666666666666666
CLUSTER_111	1	1	1	1.0
CLUSTER_112	1	1	6	1.0
CLUSTER_113	2	22	3	0.09090909090909091
CLUSTER_114	1	2	3	0.5
CLUSTER_115	1	2	5	0.5
CLUSTER_116	1	2	5	0.5
CLUSTER_117	1	8	2	0.125
CLUSTER_118	1	12	6	0.08333333333333333
CLUSTER_119	2	3	5	0.6666666666666666
CLUSTER_11	1	1	0	1.0
CLUSTER_120	8	8	2	1.0
CLUSTER_121	1	1	5	1.0
CLUSTER_122	1	3	11	0.3333333333333333
CLUSTER_123	6	18	6	0.3333333333333333
CLUSTER_124	1	1	10	1.0
CLUSTER_125	2	2	6	1.0
CLUSTER_126	1	4	2	0.25
CLUSTER_127	2	6	1	0.3333333333333333
CLUSTER_128	5	5	3	1.0
CLUSTER_129	1	1	3	1.0
CLUSTER_12	15	34	4	0.4411764705882353
CLUSTER_130	2	2	3	1.0
CLUSTER_131	3	3	1	1.0
CLUSTER_132	1	12	7	0.08333333333333333
CLUSTER_133	1	5	7	0.2
CLUSTER_134	2	2	0	1.0
CLUSTER_135	2	18	3	0.1111111111111111
CLUSTER_136	2	2	3	1.0
CLUSTER_137	1	1	1	1.0
CLUSTER_138	1	7	1	0.14285714285714285
CLUSTER_139	2	60	5	0.03333333333333333
CLUSTER_13	1	1	4	1.0
CLUSTER_140	6	6	6	1.0
CLUSTER_141	2	2	1	1.0
CLUSTER_142	1	2	4	0.5
CLUSTER_143	1	3	9	0.3333333333333333
CLUSTER_144	1	1	1	1.0
CLUSTER_145	1	4	5	0.25
CLUSTER_146	1	14	7	0.07142857142857142
CLUSTER_147	2	10	7	0.2
CLUSTER_148	1	41	9	0.024390243902439025
CLUSTER_149	2	2	2	1.0
CLUSTER_14	1	21	8	0.047619047619047616
CLUSTER_150	1	24	10	0.041666666666666664
CLUSTER_151	1	4	4	0.25
CLUSTER_152	1	30	8	0.03333333333333333
CLUSTER_153	1	13	11	0.07692307692307693
CLUSTER_154	2	2	1	1.0
CLUSTER_155	2	2	3	1.0
CLUSTER_156	6	6	7	1.0
CLUSTER_157	1	2	5	0.5
CLUSTER_158	1	36	10	0.027777777777777776
CLUSTER_159	2	2	6	1.0
CLUSTER_15	1	7	9	0.14285714285714285
CLUSTER_160	2	2	2	1.0
CLUSTER_161	9	9	7	1.0
CLUSTER_162	1	6	9	0.16666666666666666
CLUSTER_163	2	7	5	0.2857142857142857
CLUSTER_164	5	5	1	1.0
CLUSTER_165	1	26	9	0.038461538461538464
CLUSTER_166	1	83	6	0.012048192771084338
CLUSTER_167	12	12	1	1.0
CLUSTER_168	8	9	3	0.8888888888888888
CLUSTER_169	1	1	0	1.0
CLUSTER_16	1	2	9	0.5
CLUSTER_170	1	1	3	1.0
CLUSTER_171	1	327	8	0.0030581039755351682
CLUSTER_172	1	92	7	0.010869565217391304
CLUSTER_173	11	11	1	1.0
CLUSTER_174	1	6	7	0.16666666666666666
CLUSTER_175	1	1	11	1.0
CLUSTER_176	8	8	4	1.0
CLUSTER_177	1	2	3	0.5
CLUSTER_178	2	2	2	1.0
CLUSTER_179	5	19	5	0.2631578947368421
CLUSTER_17	1	10	12	0.1
CLUSTER_180	1	1	5	1.0
CLUSTER_181	1	1	6	1.0
CLUSTER_182	1	1	6	1.0
CLUSTER_183	1	5	7	0.2
CLUSTER_184	1	1	2	1.0
CLUSTER_185	1	1	1	1.0
CLUSTER_186	1	1	6	1.0
CLUSTER_187	6	7	3	0.8571428571428571
CLUSTER_188	2	75	5	0.02666666666666667
CLUSTER_189	4	4	8	1.0
CLUSTER_18	1	4	4	0.25
CLUSTER_190	1	1	6	1.0
CLUSTER_191	2	3	2	0.6666666666666666
CLUSTER_192	1	1	6	1.0
CLUSTER_193	1	3	7	0.3333333333333333
CLUSTER_194	1	1	7	1.0
CLUSTER_195	1	18	6	0.05555555555555555
CLUSTER_196	1	1	3	1.0
CLUSTER_197	1	1	2	1.0
CLUSTER_198	1	2	5	0.5
CLUSTER_199	2	3	2	0.6666666666666666
CLUSTER_19	1	27	5	0.037037037037037035
CLUSTER_1	1	11	12	0.09090909090909091
CLUSTER_200	2	2	7	1.0
CLUSTER_201	1	1	7	1.0
CLUSTER_202	2	3	1	0.6666666666666666
CLUSTER_203	8	8	0	1.0
CLUSTER_204	1	9	8	0.1111111111111111
CLUSTER_205	1	1	6	1.0
CLUSTER_206	3	3	2	1.0
CLUSTER_207	1	19	10	0.05263157894736842
CLUSTER_208	1	1	3	1.0
CLUSTER_209	1	2	3	0.5
CLUSTER_20	1	4	9	0.25
CLUSTER_210	3	7	2	0.42857142857142855
CLUSTER_211	1	1	6	1.0
CLUSTER_212	1	11	7	0.09090909090909091
CLUSTER_213	2	2	5	1.0
CLUSTER_214	1	3	5	0.3333333333333333
CLUSTER_215	1	2	6	0.5
CLUSTER_216	1	17	9	0.058823529411764705
CLUSTER_217	1	1	4	1.0
CLUSTER_218	1	21	5	0.047619047619047616
CLUSTER_219	1	1	4	1.0
CLUSTER_21	1	1	4	1.0
CLUSTER_220	7	8	2	0.875
CLUSTER_221	1	3	8	0.3333333333333333
CLUSTER_222	1	8	4	0.125
CLUSTER_223	1	21	9	0.047619047619047616
CLUSTER_224	9	9	1	1.0
CLUSTER_225	1	2	5	0.5
CLUSTER_226	3	3	2	1.0
CLUSTER_227	1	1	0	1.0
CLUSTER_228	1	27	8	0.037037037037037035
CLUSTER_229	1	1	4	1.0
CLUSTER_22	2	2	0	1.0
CLUSTER_230	1	1	5	1.0
CLUSTER_231	1	1	9	1.0
CLUSTER_232	1	26	8	0.038461538461538464
CLUSTER_233	1	3	3	0.3333333333333333
CLUSTER_234	1	1	4	1.0
CLUSTER_235	1	1	5	1.0
CLUSTER_236	2	2	6	1.0
CLUSTER_237	1	1	6	1.0
CLUSTER_238	2	21	7	0.09523809523809523
CLUSTER_239	2	33	9	0.06060606060606061
CLUSTER_23	1	30	11	0.03333333333333333
CLUSTER_240	1	23	10	0.043478260869565216
CLUSTER_241	1	1	8	1.0
CLUSTER_242	1	1	2	1.0
CLUSTER_243	1	1	3	1.0
CLUSTER_244	1	2	9	0.5
CLUSTER_245	1	1	4	1.0
CLUSTER_246	1	1	6	1.0
CLUSTER_247	1	13	6	0.07692307692307693
CLUSTER_248	1	1	3	1.0
CLUSTER_249	1	8	7	0.125
CLUSTER_24	3	4	5	0.75
CLUSTER_250	2	5	7	0.4
CLUSTER_251	1	2	11	0.5
CLUSTER_252	1	2	9	0.5
CLUSTER_253	1	1	1	1.0
CLUSTER_254	1	1	5	1.0
CLUSTER_255	1	2	3	0.5
CLUSTER_256	3	4	3	0.75
CLUSTER_257	1	1	4	1.0
CLUSTER_258	1	1	6	1.0
CLUSTER_259	1	3	11	0.3333333333333333
CLUSTER_25	2	5	4	0.4
CLUSTER_260	1	1	10	1.0
CLUSTER_261	1	1	0	1.0
CLUSTER_262	1	2	8	0.5
CLUSTER_263	1	21	8	0.047619047619047616
CLUSTER_264	1	16	5	0.0625
CLUSTER_265	2	2	7	1.0
CLUSTER_266	2	10	4	0.2
CLUSTER_267	4	4	0	1.0
CLUSTER_268	1	15	5	0.06666666666666667
CLUSTER_269	1	1	5	1.0
CLUSTER_26	1	1	9	1.0
CLUSTER_270	1	9	5	0.1111111111111111
CLUSTER_271	2	6	4	0.3333333333333333
CLUSTER_272	1	1	2	1.0
CLUSTER_273	1	20	11	0.05
CLUSTER_274	1	1	1	1.0
CLUSTER_275	1	1	4	1.0
CLUSTER_276	1	4	9	0.25
CLUSTER_277	1	1	0	1.0
CLUSTER_278	1	8	7	0.125
CLUSTER_279	1	1	4	1.0
CLUSTER_27	2	12	6	0.16666666666666666
CLUSTER_280	1	16	4	0.0625
CLUSTER_281	1	1	5	1.0
CLUSTER_282	1	1	3	1.0
CLUSTER_283	2	93	6	0.021505376344086023
CLUSTER_284	2	3	3	0.6666666666666666
CLUSTER_285	1	3	9	0.3333333333333333
CLUSTER_286	1	10	12	0.1
CLUSTER_28	2	2	3	1.0
CLUSTER_29	1	1	5	1.0
CLUSTER_2	1	8	3	0.125
CLUSTER_30	1	61	6	0.01639344262295082
CLUSTER_31	2	3	9	0.6666666666666666
CLUSTER_32	1	1	5	1.0
CLUSTER_33	23	26	3	0.8846153846153846
CLUSTER_34	1	1	10	1.0
CLUSTER_35	1	16	9	0.0625
CLUSTER_36	11	11	2	1.0
CLUSTER_37	1	1	6	1.0
CLUSTER_38	1	25	6	0.04
CLUSTER_39	1	1	3	1.0
CLUSTER_3	1	40	5	0.025
CLUSTER_40	1	1	4	1.0
CLUSTER_41	1	6	7	0.16666666666666666
CLUSTER_42	1	21	7	0.047619047619047616
CLUSTER_43	1	41	6	0.024390243902439025
CLUSTER_44	1	1	6	1.0
CLUSTER_45	1	1	3	1.0
CLUSTER_46	2	2	2	1.0
CLUSTER_47	1	21	9	0.047619047619047616
CLUSTER_48	3	12	6	0.25
CLUSTER_49	2	2	2	1.0
CLUSTER_4	1	11	4	0.09090909090909091
CLUSTER_50	2	6	2	0.3333333333333333
CLUSTER_51	1	1	3	1.0
CLUSTER_52	1	5	8	0.2
CLUSTER_53	1	18	8	0.05555555555555555
CLUSTER_54	1	21	7	0.047619047619047616
CLUSTER_55	4	4	0	1.0
CLUSTER_56	3	3	0	1.0
CLUSTER_57	1	20	10	0.05
CLUSTER_58	2	3	12	0.6666666666666666
CLUSTER_59	1	32	8	0.03125
CLUSTER_5	1	1	3	1.0
CLUSTER_60	15	33	7	0.45454545454545453
CLUSTER_61	2	2	1	1.0
CLUSTER_62	1	2	4	0.5
CLUSTER_63	1	14	7	0.07142857142857142
CLUSTER_64	2	25	7	0.08
CLUSTER_65	4	5	5	0.8
CLUSTER_66	4	4	7	1.0
CLUSTER_67	1	1	0	1.0
CLUSTER_68	1	2	4	0.5
CLUSTER_69	2	24	6	0.08333333333333333
CLUSTER_6	2	47	6	0.0425531914893617
CLUSTER_70	1	1	2	1.0
CLUSTER_71	12	12	2	1.0
CLUSTER_72	1	19	10	0.05263157894736842
CLUSTER_73	1	1	6	1.0
CLUSTER_74	3	4	5	0.75
CLUSTER_75	1	2	10	0.5
CLUSTER_76	1	3	3	0.3333333333333333
CLUSTER_77	1	2	7	0.5
CLUSTER_78	3	3	1	1.0
CLUSTER_79	7	7	3	1.0
CLUSTER_7	2	6	8	0.3333333333333333
CLUSTER_80	8	9	2	0.8888888888888888
CLUSTER_81	1	39	9	0.02564102564102564
CLUSTER_82	1	2	4	0.5
CLUSTER_83	1	1	6	1.0
CLUSTER_84	1	4	2	0.25
CLUSTER_85	1	6	6	0.16666666666666666
CLUSTER_86	3	3	8	1.0
CLUSTER_87	1	132	5	0.007575757575757576
CLUSTER_88	3	4	4	0.75
CLUSTER_89	1	3	8	0.3333333333333333
CLUSTER_8	1	13	4	0.07692307692307693
CLUSTER_90	1	13	8	0.07692307692307693
CLUSTER_91	1	2	4	0.5
CLUSTER_92	1	1	5	1.0
CLUSTER_93	1	2	3	0.5
CLUSTER_94	7	7	0	1.0
CLUSTER_95	1	1	7	1.0
CLUSTER_96	3	884	4	0.003393665158371041
CLUSTER_97	1	2	1	0.5
CLUSTER_98	1	13	4	0.07692307692307693
CLUSTER_99	2	4	7	0.5
CLUSTER_9	1	1	8	1.0
